Location,Year,Area,Price
Zirakpur GAzipur Road,2014,1050,1772674.52
Zirakpur punjab,2023,1100,3700000.0
Zirakpur punjab,2022,1100,3523809.52
Zirakpur punjab,2021,1100,3356009.07
Zirakpur punjab,2020,1100,3196199.11
Zirakpur punjab,2019,1100,3043999.16
Zirakpur punjab,2018,1100,2899046.82
Zirakpur punjab,2017,1100,2760996.97
Zirakpur punjab,2016,1100,2629520.92
Zirakpur punjab,2015,1100,2504305.64
Zirakpur punjab,2014,1100,2385052.99
Aerocity Road,2023,1410,5290000.0
Aerocity Road,2022,1410,5038095.24
Aerocity Road,2021,1410,4798185.94
Aerocity Road,2020,1410,4569700.9
Aerocity Road,2019,1410,4352096.09
Aerocity Road,2018,1410,4144853.42
Aerocity Road,2017,1410,3947479.45
Aerocity Road,2016,1410,3759504.24
Aerocity Road,2015,1410,3580480.23
Aerocity Road,2014,1410,3409981.17
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1000,2690000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1000,2561904.76
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1000,2439909.3
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1000,2323723.14
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1000,2213069.66
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1000,2107685.39
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1000,2007319.42
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1000,1911732.78
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1000,1820697.88
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1000,1733997.98
Ambala Highway,2023,1800,6690000.0
Ambala Highway,2022,1800,6371428.57
Ambala Highway,2021,1800,6068027.21
Ambala Highway,2020,1800,5779073.53
Ambala Highway,2019,1800,5503879.56
Ambala Highway,2018,1800,5241790.05
Ambala Highway,2017,1800,4992181.0
Ambala Highway,2016,1800,4754458.1
Ambala Highway,2015,1800,4528055.33
Ambala Highway,2014,1800,4312433.65
Zirakpur GAzipur Road,2023,1110,3700000.0
Zirakpur GAzipur Road,2022,1110,3523809.52
Zirakpur GAzipur Road,2021,1110,3356009.07
Zirakpur GAzipur Road,2020,1110,3196199.11
Zirakpur GAzipur Road,2019,1110,3043999.16
Zirakpur GAzipur Road,2018,1110,2899046.82
Zirakpur GAzipur Road,2017,1110,2760996.97
Zirakpur GAzipur Road,2016,1110,2629520.92
Zirakpur GAzipur Road,2015,1110,2504305.64
Zirakpur GAzipur Road,2014,1110,2385052.99
Zirakpur GAzipur Road,2023,1110,3700000.0
Zirakpur GAzipur Road,2022,1110,3523809.52
Zirakpur GAzipur Road,2021,1110,3356009.07
Zirakpur GAzipur Road,2020,1110,3196199.11
Zirakpur GAzipur Road,2019,1110,3043999.16
Zirakpur GAzipur Road,2018,1110,2899046.82
Zirakpur GAzipur Road,2017,1110,2760996.97
Zirakpur GAzipur Road,2016,1110,2629520.92
Zirakpur GAzipur Road,2015,1110,2504305.64
Zirakpur GAzipur Road,2014,1110,2385052.99
Zirakpur GAzipur Road,2023,1110,3700000.0
Zirakpur GAzipur Road,2022,1110,3523809.52
Zirakpur GAzipur Road,2021,1110,3356009.07
Zirakpur GAzipur Road,2020,1110,3196199.11
Zirakpur GAzipur Road,2019,1110,3043999.16
Zirakpur GAzipur Road,2018,1110,2899046.82
Zirakpur GAzipur Road,2017,1110,2760996.97
Zirakpur GAzipur Road,2016,1110,2629520.92
Zirakpur GAzipur Road,2015,1110,2504305.64
Zirakpur GAzipur Road,2014,1110,2385052.99
Zirakpur GAzipur Road,2023,1100,2790000.0
Zirakpur GAzipur Road,2022,1100,2657142.86
Zirakpur GAzipur Road,2021,1100,2530612.24
Zirakpur GAzipur Road,2020,1100,2410106.9
Zirakpur GAzipur Road,2019,1100,2295339.9
Zirakpur GAzipur Road,2018,1100,2186038.0
Zirakpur GAzipur Road,2017,1100,2081940.96
Zirakpur GAzipur Road,2016,1100,1982800.91
Zirakpur GAzipur Road,2015,1100,1888381.82
Zirakpur GAzipur Road,2014,1100,1798458.88
Zirakpur GAzipur Road,2023,1320,4000000.0
Zirakpur GAzipur Road,2022,1320,3809523.81
Zirakpur GAzipur Road,2021,1320,3628117.91
Zirakpur GAzipur Road,2020,1320,3455350.39
Zirakpur GAzipur Road,2019,1320,3290809.9
Zirakpur GAzipur Road,2018,1320,3134104.67
Zirakpur GAzipur Road,2017,1320,2984861.59
Zirakpur GAzipur Road,2016,1320,2842725.32
Zirakpur GAzipur Road,2015,1320,2707357.45
Zirakpur GAzipur Road,2014,1320,2578435.66
Ambala Highway,2023,1800,6690000.0
Ambala Highway,2022,1800,6371428.57
Ambala Highway,2021,1800,6068027.21
Ambala Highway,2020,1800,5779073.53
Ambala Highway,2019,1800,5503879.56
Ambala Highway,2018,1800,5241790.05
Ambala Highway,2017,1800,4992181.0
Ambala Highway,2016,1800,4754458.1
Ambala Highway,2015,1800,4528055.33
Ambala Highway,2014,1800,4312433.65
Mohali Sector 127,2023,900,2690000.0
Mohali Sector 127,2022,900,2561904.76
Mohali Sector 127,2021,900,2439909.3
Mohali Sector 127,2020,900,2323723.14
Mohali Sector 127,2019,900,2213069.66
Mohali Sector 127,2018,900,2107685.39
Mohali Sector 127,2017,900,2007319.42
Mohali Sector 127,2016,900,1911732.78
Mohali Sector 127,2015,900,1820697.88
Mohali Sector 127,2014,900,1733997.98
Dera Bassi,2023,600,1690000.0
Dera Bassi,2022,600,1609523.81
Dera Bassi,2021,600,1532879.82
Dera Bassi,2020,600,1459885.54
Dera Bassi,2019,600,1390367.18
Dera Bassi,2018,600,1324159.22
Dera Bassi,2017,600,1261104.02
Dera Bassi,2016,600,1201051.45
Dera Bassi,2015,600,1143858.52
Dera Bassi,2014,600,1089389.07
Dera Bassi,2023,600,1690000.0
Dera Bassi,2022,600,1609523.81
Dera Bassi,2021,600,1532879.82
Dera Bassi,2020,600,1459885.54
Dera Bassi,2019,600,1390367.18
Dera Bassi,2018,600,1324159.22
Dera Bassi,2017,600,1261104.02
Dera Bassi,2016,600,1201051.45
Dera Bassi,2015,600,1143858.52
Dera Bassi,2014,600,1089389.07
Dera Bassi,2023,600,1669000.0
Dera Bassi,2022,600,1589523.81
Dera Bassi,2021,600,1513832.2
Dera Bassi,2020,600,1441744.95
Dera Bassi,2019,600,1373090.43
Dera Bassi,2018,600,1307705.17
Dera Bassi,2017,600,1245433.5
Dera Bassi,2016,600,1186127.14
Dera Bassi,2015,600,1129644.9
Dera Bassi,2014,600,1075852.28
Zirakpur GAzipur Road,2023,1100,2790000.0
Zirakpur GAzipur Road,2022,1100,2657142.86
Zirakpur GAzipur Road,2021,1100,2530612.24
Zirakpur GAzipur Road,2020,1100,2410106.9
Zirakpur GAzipur Road,2019,1100,2295339.9
Zirakpur GAzipur Road,2018,1100,2186038.0
Zirakpur GAzipur Road,2017,1100,2081940.96
Zirakpur GAzipur Road,2016,1100,1982800.91
Zirakpur GAzipur Road,2015,1100,1888381.82
Zirakpur GAzipur Road,2014,1100,1798458.88
Zirakpur GAzipur Road,2023,1110,3450000.0
Zirakpur GAzipur Road,2022,1110,3285714.29
Zirakpur GAzipur Road,2021,1110,3129251.7
Zirakpur GAzipur Road,2020,1110,2980239.71
Zirakpur GAzipur Road,2019,1110,2838323.54
Zirakpur GAzipur Road,2018,1110,2703165.27
Zirakpur GAzipur Road,2017,1110,2574443.12
Zirakpur GAzipur Road,2016,1110,2451850.59
Zirakpur GAzipur Road,2015,1110,2335095.8
Zirakpur GAzipur Road,2014,1110,2223900.76
Zirakpur GAzipur Road,2023,1100,2790000.0
Zirakpur GAzipur Road,2022,1100,2657142.86
Zirakpur GAzipur Road,2021,1100,2530612.24
Zirakpur GAzipur Road,2020,1100,2410106.9
Zirakpur GAzipur Road,2019,1100,2295339.9
Zirakpur GAzipur Road,2018,1100,2186038.0
Zirakpur GAzipur Road,2017,1100,2081940.96
Zirakpur GAzipur Road,2016,1100,1982800.91
Zirakpur GAzipur Road,2015,1100,1888381.82
Zirakpur GAzipur Road,2014,1100,1798458.88
Dera Bassi,2023,1100,2590000.0
Dera Bassi,2022,1100,2466666.67
Dera Bassi,2021,1100,2349206.35
Dera Bassi,2020,1100,2237339.38
Dera Bassi,2019,1100,2130799.41
Dera Bassi,2018,1100,2029332.77
Dera Bassi,2017,1100,1932697.88
Dera Bassi,2016,1100,1840664.65
Dera Bassi,2015,1100,1753013.95
Dera Bassi,2014,1100,1669537.09
Airport Road,2023,1500,5290000.0
Airport Road,2022,1500,5038095.24
Airport Road,2021,1500,4798185.94
Airport Road,2020,1500,4569700.9
Airport Road,2019,1500,4352096.09
Airport Road,2018,1500,4144853.42
Airport Road,2017,1500,3947479.45
Airport Road,2016,1500,3759504.24
Airport Road,2015,1500,3580480.23
Airport Road,2014,1500,3409981.17
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1600,3240000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1600,3085714.29
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1600,2938775.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1600,2798833.82
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1600,2665556.02
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1600,2538624.78
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1600,2417737.89
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1600,2302607.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1600,2192959.53
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1600,2088532.89
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1500,2990000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1500,2847619.05
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1500,2712018.14
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1500,2582874.42
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1500,2459880.4
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1500,2342743.24
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1500,2231184.04
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1500,2124937.18
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1500,2023749.69
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1500,1927380.66
Dera Bassi,2023,1300,2200000.0
Dera Bassi,2022,1300,2095238.1
Dera Bassi,2021,1300,1995464.85
Dera Bassi,2020,1300,1900442.72
Dera Bassi,2019,1300,1809945.44
Dera Bassi,2018,1300,1723757.57
Dera Bassi,2017,1300,1641673.87
Dera Bassi,2016,1300,1563498.93
Dera Bassi,2015,1300,1489046.6
Dera Bassi,2014,1300,1418139.62
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1600,3240000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1600,3085714.29
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1600,2938775.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1600,2798833.82
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1600,2665556.02
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1600,2538624.78
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1600,2417737.89
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1600,2302607.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1600,2192959.53
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1600,2088532.89
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1500,2990000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1500,2847619.05
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1500,2712018.14
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1500,2582874.42
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1500,2459880.4
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1500,2342743.24
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1500,2231184.04
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1500,2124937.18
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1500,2023749.69
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1500,1927380.66
Dera Bassi,2023,1300,2200000.0
Dera Bassi,2022,1300,2095238.1
Dera Bassi,2021,1300,1995464.85
Dera Bassi,2020,1300,1900442.72
Dera Bassi,2019,1300,1809945.44
Dera Bassi,2018,1300,1723757.57
Dera Bassi,2017,1300,1641673.87
Dera Bassi,2016,1300,1563498.93
Dera Bassi,2015,1300,1489046.6
Dera Bassi,2014,1300,1418139.62
Panchkula Road,2023,780,1962000.0
Panchkula Road,2022,780,1868571.43
Panchkula Road,2021,780,1779591.84
Panchkula Road,2020,780,1694849.37
Panchkula Road,2019,780,1614142.26
Panchkula Road,2018,780,1537278.34
Panchkula Road,2017,780,1464074.61
Panchkula Road,2016,780,1394356.77
Panchkula Road,2015,780,1327958.83
Panchkula Road,2014,780,1264722.69
Vip Road Zirakpur,2023,1900,4990000.0
Vip Road Zirakpur,2022,1900,4752380.95
Vip Road Zirakpur,2021,1900,4526077.1
Vip Road Zirakpur,2020,1900,4310549.62
Vip Road Zirakpur,2019,1900,4105285.35
Vip Road Zirakpur,2018,1900,3909795.57
Vip Road Zirakpur,2017,1900,3723614.83
Vip Road Zirakpur,2016,1900,3546299.84
Vip Road Zirakpur,2015,1900,3377428.42
Vip Road Zirakpur,2014,1900,3216598.49
Ambala Highway,2023,1800,6890000.0
Ambala Highway,2022,1800,6561904.76
Ambala Highway,2021,1800,6249433.11
Ambala Highway,2020,1800,5951841.05
Ambala Highway,2019,1800,5668420.05
Ambala Highway,2018,1800,5398495.29
Ambala Highway,2017,1800,5141424.08
Ambala Highway,2016,1800,4896594.36
Ambala Highway,2015,1800,4663423.2
Ambala Highway,2014,1800,4441355.43
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,700,1690000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,700,1609523.81
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,700,1532879.82
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,700,1459885.54
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,700,1390367.18
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,700,1324159.22
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,700,1261104.02
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,700,1201051.45
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,700,1143858.52
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,700,1089389.07
Ambala Highway,2023,1800,6990000.0
Ambala Highway,2022,1800,6657142.86
Ambala Highway,2021,1800,6340136.05
Ambala Highway,2020,1800,6038224.81
Ambala Highway,2019,1800,5750690.3
Ambala Highway,2018,1800,5476847.9
Ambala Highway,2017,1800,5216045.62
Ambala Highway,2016,1800,4967662.5
Ambala Highway,2015,1800,4731107.14
Ambala Highway,2014,1800,4505816.32
Zirakpur GAzipur Road,2023,1000,2790000.0
Zirakpur GAzipur Road,2022,1000,2657142.86
Zirakpur GAzipur Road,2021,1000,2530612.24
Zirakpur GAzipur Road,2020,1000,2410106.9
Zirakpur GAzipur Road,2019,1000,2295339.9
Zirakpur GAzipur Road,2018,1000,2186038.0
Zirakpur GAzipur Road,2017,1000,2081940.96
Zirakpur GAzipur Road,2016,1000,1982800.91
Zirakpur GAzipur Road,2015,1000,1888381.82
Zirakpur GAzipur Road,2014,1000,1798458.88
sector 5 Mubarikpur road derabassi,2023,1100,2550000.0
sector 5 Mubarikpur road derabassi,2022,1100,2428571.43
sector 5 Mubarikpur road derabassi,2021,1100,2312925.17
sector 5 Mubarikpur road derabassi,2020,1100,2202785.88
sector 5 Mubarikpur road derabassi,2019,1100,2097891.31
sector 5 Mubarikpur road derabassi,2018,1100,1997991.72
sector 5 Mubarikpur road derabassi,2017,1100,1902849.26
sector 5 Mubarikpur road derabassi,2016,1100,1812237.39
sector 5 Mubarikpur road derabassi,2015,1100,1725940.37
sector 5 Mubarikpur road derabassi,2014,1100,1643752.74
Dera Bassi,2023,1210,3590000.0
Dera Bassi,2022,1210,3419047.62
Dera Bassi,2021,1210,3256235.83
Dera Bassi,2020,1210,3101176.98
Dera Bassi,2019,1210,2953501.88
Dera Bassi,2018,1210,2812858.94
Dera Bassi,2017,1210,2678913.27
Dera Bassi,2016,1210,2551345.98
Dera Bassi,2015,1210,2429853.31
Dera Bassi,2014,1210,2314146.01
Dera Bassi,2023,600,1600000.0
Dera Bassi,2022,600,1523809.52
Dera Bassi,2021,600,1451247.17
Dera Bassi,2020,600,1382140.16
Dera Bassi,2019,600,1316323.96
Dera Bassi,2018,600,1253641.87
Dera Bassi,2017,600,1193944.63
Dera Bassi,2016,600,1137090.13
Dera Bassi,2015,600,1082942.98
Dera Bassi,2014,600,1031374.27
sector 5 Mubarikpur road derabassi,2023,1110,2590000.0
sector 5 Mubarikpur road derabassi,2022,1110,2466666.67
sector 5 Mubarikpur road derabassi,2021,1110,2349206.35
sector 5 Mubarikpur road derabassi,2020,1110,2237339.38
sector 5 Mubarikpur road derabassi,2019,1110,2130799.41
sector 5 Mubarikpur road derabassi,2018,1110,2029332.77
sector 5 Mubarikpur road derabassi,2017,1110,1932697.88
sector 5 Mubarikpur road derabassi,2016,1110,1840664.65
sector 5 Mubarikpur road derabassi,2015,1110,1753013.95
sector 5 Mubarikpur road derabassi,2014,1110,1669537.09
Zirakpur GAzipur Road,2023,1100,2790000.0
Zirakpur GAzipur Road,2022,1100,2657142.86
Zirakpur GAzipur Road,2021,1100,2530612.24
Zirakpur GAzipur Road,2020,1100,2410106.9
Zirakpur GAzipur Road,2019,1100,2295339.9
Zirakpur GAzipur Road,2018,1100,2186038.0
Zirakpur GAzipur Road,2017,1100,2081940.96
Zirakpur GAzipur Road,2016,1100,1982800.91
Zirakpur GAzipur Road,2015,1100,1888381.82
Zirakpur GAzipur Road,2014,1100,1798458.88
Zirakpur GAzipur Road,2023,1100,2790000.0
Zirakpur GAzipur Road,2022,1100,2657142.86
Zirakpur GAzipur Road,2021,1100,2530612.24
Zirakpur GAzipur Road,2020,1100,2410106.9
Zirakpur GAzipur Road,2019,1100,2295339.9
Zirakpur GAzipur Road,2018,1100,2186038.0
Zirakpur GAzipur Road,2017,1100,2081940.96
Zirakpur GAzipur Road,2016,1100,1982800.91
Zirakpur GAzipur Road,2015,1100,1888381.82
Zirakpur GAzipur Road,2014,1100,1798458.88
New Chandigarh Mullanpur,2023,1580,5815000.0
New Chandigarh Mullanpur,2022,1580,5538095.24
New Chandigarh Mullanpur,2021,1580,5274376.42
New Chandigarh Mullanpur,2020,1580,5023215.64
New Chandigarh Mullanpur,2019,1580,4784014.89
New Chandigarh Mullanpur,2018,1580,4556204.66
New Chandigarh Mullanpur,2017,1580,4339242.53
New Chandigarh Mullanpur,2016,1580,4132611.93
New Chandigarh Mullanpur,2015,1580,3935820.89
New Chandigarh Mullanpur,2014,1580,3748400.85
New Chandigarh Mullanpur,2023,1580,5810000.0
New Chandigarh Mullanpur,2022,1580,5533333.33
New Chandigarh Mullanpur,2021,1580,5269841.27
New Chandigarh Mullanpur,2020,1580,5018896.45
New Chandigarh Mullanpur,2019,1580,4779901.38
New Chandigarh Mullanpur,2018,1580,4552287.03
New Chandigarh Mullanpur,2017,1580,4335511.45
New Chandigarh Mullanpur,2016,1580,4129058.53
New Chandigarh Mullanpur,2015,1580,3932436.69
New Chandigarh Mullanpur,2014,1580,3745177.8
New Chandigarh Mullanpur,2023,1580,5820000.0
New Chandigarh Mullanpur,2022,1580,5542857.14
New Chandigarh Mullanpur,2021,1580,5278911.56
New Chandigarh Mullanpur,2020,1580,5027534.82
New Chandigarh Mullanpur,2019,1580,4788128.4
New Chandigarh Mullanpur,2018,1580,4560122.29
New Chandigarh Mullanpur,2017,1580,4342973.61
New Chandigarh Mullanpur,2016,1580,4136165.34
New Chandigarh Mullanpur,2015,1580,3939205.09
New Chandigarh Mullanpur,2014,1580,3751623.89
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
New Chandigarh Mullanpur,2023,1675,6952375.0
New Chandigarh Mullanpur,2022,1675,6621309.52
New Chandigarh Mullanpur,2021,1675,6306009.07
New Chandigarh Mullanpur,2020,1675,6005722.92
New Chandigarh Mullanpur,2019,1675,5719736.12
New Chandigarh Mullanpur,2018,1675,5447367.73
New Chandigarh Mullanpur,2017,1675,5187969.27
New Chandigarh Mullanpur,2016,1675,4940923.11
New Chandigarh Mullanpur,2015,1675,4705641.06
New Chandigarh Mullanpur,2014,1675,4481562.91
New Chandigarh Mullanpur,2023,1560,6492600.0
New Chandigarh Mullanpur,2022,1560,6183428.57
New Chandigarh Mullanpur,2021,1560,5888979.59
New Chandigarh Mullanpur,2020,1560,5608551.99
New Chandigarh Mullanpur,2019,1560,5341478.09
New Chandigarh Mullanpur,2018,1560,5087121.99
New Chandigarh Mullanpur,2017,1560,4844878.08
New Chandigarh Mullanpur,2016,1560,4614169.6
New Chandigarh Mullanpur,2015,1560,4394447.24
New Chandigarh Mullanpur,2014,1560,4185187.85
New Chandigarh Mullanpur,2023,980,4193300.0
New Chandigarh Mullanpur,2022,980,3993619.05
New Chandigarh Mullanpur,2021,980,3803446.71
New Chandigarh Mullanpur,2020,980,3622330.2
New Chandigarh Mullanpur,2019,980,3449838.29
New Chandigarh Mullanpur,2018,980,3285560.27
New Chandigarh Mullanpur,2017,980,3129105.02
New Chandigarh Mullanpur,2016,980,2980100.02
New Chandigarh Mullanpur,2015,980,2838190.5
New Chandigarh Mullanpur,2014,980,2703038.57
Dera Bassi,2023,1350,3390000.0
Dera Bassi,2022,1350,3228571.43
Dera Bassi,2021,1350,3074829.93
Dera Bassi,2020,1350,2928409.46
Dera Bassi,2019,1350,2788961.39
Dera Bassi,2018,1350,2656153.7
Dera Bassi,2017,1350,2529670.19
Dera Bassi,2016,1350,2409209.71
Dera Bassi,2015,1350,2294485.44
Dera Bassi,2014,1350,2185224.23
Dhakoli,2023,1485,4390000.0
Dhakoli,2022,1485,4180952.38
Dhakoli,2021,1485,3981859.41
Dhakoli,2020,1485,3792247.06
Dhakoli,2019,1485,3611663.86
Dhakoli,2018,1485,3439679.87
Dhakoli,2017,1485,3275885.59
Dhakoli,2016,1485,3119891.04
Dhakoli,2015,1485,2971324.8
Dhakoli,2014,1485,2829833.14
New Chandigarh Mullanpur,2023,1725,7885000.0
New Chandigarh Mullanpur,2022,1725,7509523.81
New Chandigarh Mullanpur,2021,1725,7151927.44
New Chandigarh Mullanpur,2020,1725,6811359.46
New Chandigarh Mullanpur,2019,1725,6487009.01
New Chandigarh Mullanpur,2018,1725,6178103.82
New Chandigarh Mullanpur,2017,1725,5883908.4
New Chandigarh Mullanpur,2016,1725,5603722.29
New Chandigarh Mullanpur,2015,1725,5336878.37
New Chandigarh Mullanpur,2014,1725,5082741.3
New Chandigarh Mullanpur,2023,1034,3600000.0
